text,group
All money going to TG now. Later come to MT hope so 😊,btohqsg
I wish i could pick more aem too😅 But im outta investment bullets,btohqsg
Sometimes you just need some catalyst to spark your stocks,btohqsg
MT no good no bad also kena,btohqsg
RS boss sold off still up considered ok le,btohqsg
Rs boss should buy back considering he recently just became a billionaire,btohqsg
More like no catalyst that’s why sideways and drop. Investors require constant catalyst to have confident in the shares,btohqsg
UG la  MT still need some time to rest,btohqsg
Though no link  MT TW limit done 47 now,btohqsg
Wah short this morning now some recovered like AEM,btohqsg
Yes you are right. Is UG result next?,btohqsg
MT tw and SGX mt converging,btohqsg
Must punish TW MT a bit leh,btohqsg
If not they always laugh at us,btohqsg
increase ouput  share split and brought land and build factory     good news  ready to move,btohqsg
Your 9 nine days volume not much le,btohqsg
9days wait November ba.. Settle VP first.. Please be good.. Result coming,btohqsg
Top glove fly fly~ 10% increase since morning,btohqsg
ASPEN try some 205....strong support 20cents,btohqsg
ASPEN lai arh 1 mouth break 21cents?,btohqsg
I think VP wall is 48,btohqsg
MT is solid like a rock. Lol,btohqsg
Standby vp next mouth.. Biting liao,btohqsg
TG you’ll never walk alone 💪💪,btohqsg
ASPEN ppe got famous guy TAN SRI cmy...SHOULD huat big big later,btohqsg
Lai lai ASPEN 1 mouth break 21cents?...target 25cents today,btohqsg
Kns.. I thought really got news..,btohqsg
ASPEN quite connected with TOP GLOVE boss...this one look good 205,btohqsg
all glove green liao MT now ur turn,btohqsg
ASPEN collect more 205....HUAT ARH later....,btohqsg
VP lai leh.. Cfm got something big one.. Very special stock,btohqsg
big brother TG cannot be leave them behind 1,btohqsg
Everyday we sit in this chat group cheering for stonks like cheering for horse races,btohqsg
MT boss quiet 🥱 should make some noise then can move. hehe,btohqsg
Ya.. I see avarga very special today too,btohqsg
AVARGA ASPEN good brothers and sisters,btohqsg
more socially acceptable than gambling ma,btohqsg
ASPEN lai 1 mouth breakout 21cents?,btohqsg
TOP GLOVE boss well connected with TAN SRI CHUA MA YU....factory just beside TG 1....,btohqsg
Hope today can fly up 10% 205 good entry level for ASPEN,btohqsg
Today ASPEN can min hit 23-24cents...lets see how it goes,btohqsg
Avagra and samko timber relative also 😂,btohqsg
Added some pan Hong 113. This should go 130 if market can stay green. Good stock to keep also for dividend yield more than 10%. :) dyodd,btohqsg
[Update] Sembcorp Industries shareholders are going to receive Sembcorp Marine shares – What to Expect + What to Do - The InvestQuesthttps://theinvestquest.com/update-sembcorp-industries-shareholders-are-going-to-receive-sembcorp-marine-shares-what-to-expect-what-to-do/,btohqsg
JT is a steal at 4.5c,btohqsg
ASPEN collected many 205...strong support 20cents...should see it breakout soon,btohqsg
Erm.. We try not to advertise micro penny stock here.. Later fellow investors burn hand or finger,btohqsg
Who the heck is Mr Tan anyway,btohqsg
Erm.. We try not to advertise micro penny stock here.. Later fellow investors burn hand or finger,btohqsg
Ya all mixed up with the TAN SRI front name,btohqsg
